,broad_zone,place,Percent of Land Used
345,Single Family,Mansfield,40.85018509777834
346,Single Family,McKinney,24.805042929831757
347,Single Family,Melissa,18.064055779949168
348,Single Family,Mesquite,32.6864422782809
349,Single Family,Murphy,65.98100777491703
350,Single Family,Nevada,28.433385293468078
351,Single Family,New Hope,32.580121022579
352,Single Family,North Richland Hills,60.80020016451348
353,Single Family,Northlake,3.277857457463582
354,Single Family,Oak Point,27.07674591326455
355,Single Family,Ovilla,47.55317972225039
356,Single Family,Paloma Creek,67.58744150834535
357,Single Family,Paloma Creek South,51.49526205592828
358,Single Family,Pantego,67.92316532700414
359,Single Family,Parker,42.68318158824997
360,Single Family,Pecan Acres,12.738439294252812
361,Single Family,Pelican Bay,46.29668017707193
362,Single Family,Pilot Point,26.565863548169972
363,Single Family,Plano,41.269056765876364
364,Single Family,Ponder,13.4923070116792
365,Single Family,Princeton,18.984414675224727
366,Single Family,Prosper,18.706232640745213
367,Single Family,Providence Village,46.49924496547252
368,Single Family,Rendon,46.00365108438498
369,Single Family,Reno,1.661433253438784
370,Single Family,Richardson,43.27613545524366
371,Single Family,Richland Hills,67.88748543665298
372,Single Family,River Oaks,74.85139062418983
373,Single Family,Roanoke,16.234346748381505
374,Single Family,Rowlett,44.79185658211713
375,Single Family,Royse City,5.839767499903546
376,Single Family,Sachse,49.0475821600118
377,Single Family,Saginaw,39.55094421249055
378,Single Family,Sanger,9.488551032863464
379,Single Family,Sansom Park,74.23289863782706
380,Single Family,Savannah,44.394938643934054
381,Single Family,Seagoville,17.991291901487607
382,Single Family,Shady Shores,41.77529924957759
383,Single Family,Southlake,60.306908226169796
384,Single Family,St. Paul,57.22298703987471
385,Single Family,Sunnyvale,18.59812115644745
386,Single Family,The Colony,31.93488386610871
387,Single Family,Trophy Club,57.03885975697682
388,Single Family,Unincorporated,5.626809438640075
389,Single Family,University Park,69.63990553793332
390,Single Family,Watauga,78.63436247759435
391,Single Family,Westlake,15.691666222627616
392,Single Family,Westminster,14.834938567355756
393,Single Family,Weston,4.16626435819617
394,Single Family,Westover Hills,85.74595806918434
395,Single Family,Westworth Village,26.077485400853995
396,Single Family,White Settlement,44.545247296125154
397,Single Family,Wilmer,8.273945388740511
398,Single Family,Wylie,17.461216040328438
